web-scraper-order,web-scraper-start-url,url_title,url_title-href,topic,date,author
"1717583313-11","https://www.tichyseinblick.de/?s=agrardiesel","Bei Maischberger: Zoff um Blockade des Wachstumschancen-Gesetzes","https://www.tichyseinblick.de/feuilleton/medien/maischberger-dreyer-blume-bolton/","Trump und Wirtschaftskrise","29. Februar 2024","Gastautor"
"1717583313-12","https://www.tichyseinblick.de/?s=agrardiesel","„Im Leerverkauf“: Ladenschließungen, Insolvenzen, ökonomischer Ruin","https://www.tichyseinblick.de/meinungen/im-leerverkauf-ladenschliessungen-insolvenzen-oekonomischer-ruin/","Leser berichten über Ladenschließungen","26. Februar 2024","Barbara Goergen"
"1717583313-13","https://www.tichyseinblick.de/?s=agrardiesel","Magdeburg: Landwirte protestieren bei Veranstaltung mit Ricarda Lang","https://www.tichyseinblick.de/meinungen/magdeburg-landwirte-protest-ricarda-lang-gruene/","Wie lang noch im Landtag?","25. Februar 2024","Klaus-Rüdiger Mai"
"1717583313-14","https://www.tichyseinblick.de/?s=agrardiesel","Der Ampel geht sogar das laue Lüftchen aus","https://www.tichyseinblick.de/daili-es-sentials/wachstumschancengesetz-ampel/","Wachstumschancengesetz:","20. Februar 2024","Mario Thurnes"
"1717583313-15","https://www.tichyseinblick.de/?s=agrardiesel","Frankreich: Die Bauernproteste gehen trotz der Zugeständnisse weiter","https://www.tichyseinblick.de/kolumnen/aus-aller-welt/frankreich-bauernproteste/","Französische Zustände in Deutschland?","17. Februar 2024","Matthias Nikolaidis"
"1717583320-16","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Die Bauernproteste weiten sich auf Europa aus","https://www.tichyseinblick.de/daili-es-sentials/bauernproteste-gehen-weiter-auch-in-frankreich-rumaenien/","Der Protest setzt sich fort","22. Januar 2024","Redaktion"
"1717583320-17","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Neue Bauernproteste, EU gegen Bargeld und andere Gefahren für Freiheit und Recht","https://www.tichyseinblick.de/daili-es-sentials/bauernproteste-eu-bargeld-freiheit-recht/","Am Ende der Woche nicht besser als am Anfang","19. Januar 2024","Redaktion"
"1717583320-18","https://www.tichyseinblick.de/page/2/?s=bauernprotest","TE-Leseraktion: Eingesandte Bilder von den Bauernprotesten","https://www.tichyseinblick.de/daili-es-sentials/te-leseraktion-bilder-bauernproteste/","Teil 1","15. Januar 2024","Barbara Goergen"
"1717583320-19","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Bauernproteste dominieren Kiel, München und Nürnberg","https://www.tichyseinblick.de/daili-es-sentials/bauernproteste-kiel-muenchen-nuernberg/","Haseloff kritisiert Umgang mit Bauern","12. Januar 2024","Holger Douglas"
"1717583320-20","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Die Bauernproteste als vorderste Front im Kampf gegen den strukturellen Umbruch","https://www.tichyseinblick.de/meinungen/bauern-protest/","Von Düngemitteln & Agrardiesel:","11. Januar 2024","David Boos"
"1717583320-21","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Bundesweite Bauernproteste gehen heute weiter","https://www.tichyseinblick.de/daili-es-sentials/bundesweit-proteste-bauern-hamburg-hannover/","Unter anderem in Hamburg","11. Januar 2024","Redaktion"
"1717583320-22","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Weiter bundesweite Bauernproteste: wie heute in Hamburg – TE-Wecker am 11. Januar 2024","https://www.tichyseinblick.de/podcast/te-wecker-am-11-januar-2024/","DER PODCAST AM MORGEN","11. Januar 2024","Holger Douglas"
"1717583320-23","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Bauernproteste sollen ausgedehnt werden und erfahren breite Unterstützung von Bürgern und im Netz","https://www.tichyseinblick.de/daili-es-sentials/bauernproteste-lautgegenlinks/","#LautgegenLinks","10. Januar 2024","Roland Tichy"
"1717583320-24","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Erinnerungen an die DDR ’89: plumpe ARD-Propaganda gegen Bauernproteste","https://www.tichyseinblick.de/feuilleton/medien/ard-propaganda-bauern-proteste/","Plump, plumper, ÖRR","9. Januar 2024","Redaktion"
"1717583320-25","https://www.tichyseinblick.de/page/2/?s=bauernprotest","„Wir haben die Schnauze voll“: Der Bauernprotest in Berlin","https://www.tichyseinblick.de/video/kommentar/bauernprotest-in-berlin/","Ampel am Wanken?","9. Januar 2024","Maximilian Tichy"
"1717583320-26","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Bauernproteste erhalten Unterstützung von Deutschem Jagdverband","https://www.tichyseinblick.de/daili-es-sentials/bauernproteste-jagdverband/","gegen „unsinnige Agrar- und Umweltpolitik""","8. Januar 2024","Gastautor"
"1717583320-27","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Bauernproteste im ganzen Land – Heftige Reaktionen in Politik und Medien","https://www.tichyseinblick.de/daili-es-sentials/bauernproteste-heftige-reaktionen-medien-politik-ampel/","Heulen und Zähneklappern bei der Ampel?","6. Januar 2024","Holger Douglas"
"1717583320-28","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Bauernproteste: „Wir kommen wieder!“","https://www.tichyseinblick.de/meinungen/bauern-proteste-januar-2024/","Januar 2024","4. Januar 2024","Holger Douglas"
"1717583320-29","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Massive Bauernproteste in Den Haag gegen Enteignung durch Green Deal","https://www.tichyseinblick.de/kolumnen/aus-aller-welt/massive-bauernproteste-in-den-haag/","Nach Belgien wieder Niederlande","12. März 2023","Holger Douglas"
"1717583320-30","https://www.tichyseinblick.de/page/2/?s=bauernprotest","Bauernproteste in Holland: Um was geht es? – TE Wecker am 10. Juli 2022","https://www.tichyseinblick.de/podcast/te-wecker-am-10-juli-2022/","DER PODCAST AM MORGEN","10. Juli 2022","Holger Douglas"
"1717583329-31","https://www.tichyseinblick.de/?s=bauernprotest","Nach den Bauernprotesten: Was bleibt? – TE-Wecker am 6. April 2024","https://www.tichyseinblick.de/podcast/te-wecker-am-6-april-2024/","DER PODCAST AM MORGEN","6. April 2024","Holger Douglas"
"1717583329-32","https://www.tichyseinblick.de/?s=bauernprotest","Bauernproteste wirken, Habeck für CO2-Speicherung, EU gegen Israel","https://www.tichyseinblick.de/daili-es-sentials/bauernproteste-habeck-ccs-eu-israel/","Zusammenland bald abgebrannt?","27. Februar 2024","Redaktion"
"1717583329-33","https://www.tichyseinblick.de/?s=bauernprotest","Wasserwerfer gegen Bauernproteste bei den EU-Landwirtschaftsministern in Brüssel – TE-Wecker am 27. Februar 2024","https://www.tichyseinblick.de/podcast/te-wecker-am-27-februar-2024/","DER PODCAST AM MORGEN","27. Februar 2024","Gastautor"
"1717583329-34","https://www.tichyseinblick.de/?s=bauernprotest","Weltweite Bauernproteste – TE-Wecker am 18. Februar 2024","https://www.tichyseinblick.de/podcast/te-wecker-am-18-februar-2024/","DER PODCAST AM MORGEN","18. Februar 2024","Holger Douglas"
"1717583329-35","https://www.tichyseinblick.de/?s=bauernprotest","Frankreich: Die Bauernproteste gehen trotz der Zugeständnisse weiter","https://www.tichyseinblick.de/kolumnen/aus-aller-welt/frankreich-bauernproteste/","Französische Zustände in Deutschland?","17. Februar 2024","Matthias Nikolaidis"
"1717583329-36","https://www.tichyseinblick.de/?s=bauernprotest","Polizeigewerkschaft für Traktorenverbot auf Demos, Bauernproteste weltweit erst im Beginn","https://www.tichyseinblick.de/daili-es-sentials/habeck-bauern-cdu-werteunion-correctiv/","Wüst für Grün-Schwarz im Bund","16. Februar 2024","Redaktion"
"1717583329-37","https://www.tichyseinblick.de/?s=bauernprotest","Medienkampagne „gegen Rechts“ verschärft Oben gegen Unten – Bauernproteste weltweit","https://www.tichyseinblick.de/daili-es-sentials/medien-gegen-rechts-bauernproteste-habeck-wirtschaft/","Löst Oben Unten auf oder geht's andersrum","15. Februar 2024","Redaktion"
"1717583329-38","https://www.tichyseinblick.de/?s=bauernprotest","Niedersachsen-Umfrage: AfD 21 Prozent – Özdemir will Fleischsteuer – Bauernproteste","https://www.tichyseinblick.de/daili-es-sentials/niedersachsen/","Tucker Carlson zu Putin-Interview nach Moskau","7. Februar 2024","Redaktion"
"1717583329-39","https://www.tichyseinblick.de/?s=bauernprotest","Weiter Bauernproteste – auch in den Niederlanden und in Spanien – TE-Wecker am 7. Februar 2024","https://www.tichyseinblick.de/podcast/te-wecker-am-7-februar-2024/","DER PODCAST AM MORGEN","7. Februar 2024","Holger Douglas"
"1717583329-40","https://www.tichyseinblick.de/?s=bauernprotest","Bauernproteste nicht zu Ende, der Green Deal wankt, Wunsch-Kanzler heißt: Keiner Davon","https://www.tichyseinblick.de/daili-es-sentials/kanzler-wunsch-davon-keiner/","Politische Kompetenz laut Umfrage bei FDP 1 %","2. Februar 2024","Redaktion"
"1717583329-41","https://www.tichyseinblick.de/?s=bauernprotest","Die Bauernproteste gehen weiter und weiter und weiter …","https://www.tichyseinblick.de/daili-es-sentials/bauernproteste-gehen-weiter/","'Keep rolling'","31. Januar 2024","Holger Douglas"
"1717583329-42","https://www.tichyseinblick.de/?s=bauernprotest","CDU-Eigentor bei Correctiv, weiter Bauernproteste, judenfeindliche Demos, „Letzte Generation“ mit Kursverschärfung","https://www.tichyseinblick.de/daili-es-sentials/cdu-deportation-correctiv-bauernproteste-israel-palaestinenser-letzte-generation/","Und das ist erst der Jahresanfang","30. Januar 2024","Redaktion"
"1717583329-43","https://www.tichyseinblick.de/?s=bauernprotest","Weiter Bauernproteste in Deutschland und Frankreich – TE-Wecker am 29. Januar 2024","https://www.tichyseinblick.de/podcast/te-wecker-am-29-januar-2024/","DER PODCAST AM MORGEN","29. Januar 2024","Holger Douglas"
"1717583329-44","https://www.tichyseinblick.de/?s=bauernprotest","Bauernproteste stellen Frankreich auf den Kopf","https://www.tichyseinblick.de/daili-es-sentials/bauernproteste-stellen-frankreich-auf-den-kopf/","Unmut gegen die EU","26. Januar 2024","Redaktion"
"1717583329-45","https://www.tichyseinblick.de/?s=bauernprotest","Bauernproteste, Lokführer-Streik, Ukraine-Flüchtlinge, die keine Ukrainer sind","https://www.tichyseinblick.de/daili-es-sentials/bauernproteste-lokfuehrer-streik/","Deutschland, kein Wintermärchen","25. Januar 2024","Redaktion"
